Census Vulnerabilities,Housing Cost Burdened,Disability,People of Color,Low Birth Weight,Ozone,Impaired Streams and Rivers ,Wastewater Discharge Indicator,Drought,
Percentile,54,65,61,76,91,51,99,77,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
